2025-12-16T06:43:04.000000000Z [inf]  Starting Container
2025-12-16T06:46:51.153331731Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:46:51.153338588Z [inf]  [Engine]   └─ Capital used: $85.22 (3%)
2025-12-16T06:46:51.153346061Z [inf]  [Engine]   └─ Position value: $426.12
2025-12-16T06:46:52.229155519Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-16T06:46:52.229167752Z [inf]    "index": 0,
2025-12-16T06:46:52.229169999Z [inf]    "finish_reason": "stop"
2025-12-16T06:46:52.229176591Z [inf]    "message": {
2025-12-16T06:46:52.229182603Z [inf]  }
2025-12-16T06:46:52.229188204Z [inf]      "role": "assistant",
2025-12-16T06:46:52.229193472Z [inf]  [GPT-Screen] DOGEUSDT: score=58, direction=BUY, hasOpp=true
2025-12-16T06:46:52.229202178Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 58}",
2025-12-16T06:46:52.229203736Z [inf]  [Engine] DOGEUSDT: Opportunity detected! (score: 58, direction: BUY)
2025-12-16T06:46:52.229209594Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-16T06:46:52.229213205Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.229219602Z [inf]    "index": 0,
2025-12-16T06:46:52.229222096Z [inf]      "refusal": null,
2025-12-16T06:46:52.229230548Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.229234448Z [inf]      "annotations": []
2025-12-16T06:46:52.229235366Z [inf]    "message": {
2025-12-16T06:46:52.229244689Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.229245301Z [inf]      "role": "assistant",
2025-12-16T06:46:52.229248732Z [inf]    },
2025-12-16T06:46:52.229255211Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 62}",
2025-12-16T06:46:52.229262741Z [inf]      "refusal": null,
2025-12-16T06:46:52.229279936Z [inf]      "annotations": []
2025-12-16T06:46:52.229289978Z [inf]    },
2025-12-16T06:46:52.229297325Z [inf]    "finish_reason": "stop"
2025-12-16T06:46:52.229303747Z [inf]  }
2025-12-16T06:46:52.229310682Z [inf]  [GPT-Screen] XRPUSDT: score=62, direction=BUY, hasOpp=true
2025-12-16T06:46:52.229319585Z [inf]  [Engine] XRPUSDT: Opportunity detected! (score: 62, direction: BUY)
2025-12-16T06:46:52.229325938Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.235675301Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.235679424Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.235683027Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:52.235686638Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:54.380834660Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-16T06:46:54.380844382Z [inf]    "index": 0,
2025-12-16T06:46:54.380849628Z [inf]    "message": {
2025-12-16T06:46:54.380854131Z [inf]      "role": "assistant",
2025-12-16T06:46:54.380859630Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-16T06:46:54.380864152Z [inf]      "refusal": null,
2025-12-16T06:46:54.380868137Z [inf]      "annotations": []
2025-12-16T06:46:54.380871937Z [inf]    },
2025-12-16T06:46:54.380875883Z [inf]    "finish_reason": "stop"
2025-12-16T06:46:54.380879623Z [inf]  }
2025-12-16T06:46:54.380883177Z [inf]  [GPT-Screen] SOLUSDT: score=30, direction=NONE, hasOpp=false
2025-12-16T06:46:54.380887675Z [inf]  [Engine] SOLUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-16T06:46:55.248195135Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-16T06:46:55.248202094Z [inf]    "index": 0,
2025-12-16T06:46:55.248209151Z [inf]    "message": {
2025-12-16T06:46:55.248215916Z [inf]      "role": "assistant",
2025-12-16T06:46:55.248221935Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 62}",
2025-12-16T06:46:55.248230335Z [inf]      "refusal": null,
2025-12-16T06:46:55.248243421Z [inf]      "annotations": []
2025-12-16T06:46:55.248247995Z [inf]    "finish_reason": "stop"
2025-12-16T06:46:55.248252007Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:55.248261255Z [inf]    },
2025-12-16T06:46:55.248261556Z [inf]  }
2025-12-16T06:46:55.248266064Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:55.248271279Z [inf]  [GPT-Screen] DOGEUSDT: score=62, direction=BUY, hasOpp=true
2025-12-16T06:46:55.248277040Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:46:55.248280165Z [inf]  [Engine] DOGEUSDT: Opportunity detected! (score: 62, direction: BUY)
2025-12-16T06:46:55.248288843Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:02.655616451Z [inf]  [Engine] ETHUSDT: SELL (62%)
2025-12-16T06:47:02.655662409Z [inf]  [Engine]   └─ Confirmo el SELL para scalp: (1) Order book claramente dominado por vendedores (68.2% vs 31.8%) con ...
2025-12-16T06:47:02.655671376Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-16T06:47:02.655679520Z [inf]  [Engine]   └─ SL: $2958.50 | TP: $2930.50
2025-12-16T06:47:03.648237212Z [inf]  [Engine] BTCUSDT: BUY (72%)
2025-12-16T06:47:03.648242052Z [inf]  [Engine]   └─ Confirmo la señal BUY. 1) Tendencia: precio por encima de EMA9 ($86156), EMA21 ($86041) y SMA50 ($85...
2025-12-16T06:47:03.648246849Z [inf]  [Engine]   └─ Size: 4% | Leverage: 5x
2025-12-16T06:47:03.648251412Z [inf]  [Engine]   └─ SL: $86050.00 | TP: $86720.00
2025-12-16T06:47:04.592332372Z [inf]  [Engine]   └─ Position value: $426.12
2025-12-16T06:47:04.592343838Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:47:04.592351375Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:04.592358887Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:04.592366884Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:04.592391627Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:04.592393931Z [inf]  [Engine] Opening SELL ETHUSDT:
2025-12-16T06:47:04.592401577Z [inf]  [Engine]   └─ Quantity: 0.145 @ ~$2942.65
2025-12-16T06:47:04.592408542Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:47:04.592415275Z [inf]  [Engine]   └─ Capital used: $85.22 (3%)
2025-12-16T06:47:05.512108797Z [inf]  [Engine] Position opened: SHORT ETHUSDT @ $0.00
2025-12-16T06:47:05.512121553Z [inf]  [Engine]   └─ SL: $2958.50 (Infinity%)
2025-12-16T06:47:05.512129145Z [inf]  [Engine]   └─ TP: $2930.50 (Infinity%)
2025-12-16T06:47:06.406467000Z [inf]  [Engine] DOGEUSDT: BUY (62%)
2025-12-16T06:47:06.406477153Z [inf]  [Engine]   └─ Confirmo el BUY pero como scalping de rango (no swing):
2025-12-16T06:47:06.406483524Z [inf]  - Tendencia/estructura: precio por encima de...
2025-12-16T06:47:06.406952486Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-16T06:47:06.406959308Z [inf]  [Engine]   └─ SL: $0.13 | TP: $0.13
2025-12-16T06:47:06.503949624Z [inf]  [Engine] XRPUSDT: BUY (63%)
2025-12-16T06:47:06.503954762Z [inf]  [Engine]   └─ Confirmo BUY pero con entrada en pullback (no a mercado) porque el precio está SOBRE la banda superi...
2025-12-16T06:47:06.503959191Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-16T06:47:06.503964084Z [inf]  [Engine]   └─ SL: $1.87 | TP: $1.89
2025-12-16T06:47:08.559448844Z [inf]  [Engine] Opening BUY XRPUSDT:
2025-12-16T06:47:08.559460282Z [inf]  [Engine]   └─ Quantity: 232.6 @ ~$1.89
2025-12-16T06:47:08.559476721Z [inf]  [Engine]   └─ Quantity: 2713.014 @ ~$0.13
2025-12-16T06:47:08.559482657Z [inf]  [Engine]   └─ Leverage: 4x
2025-12-16T06:47:08.559491651Z [inf]  [Engine]   └─ Capital used: $88.08 (3%)
2025-12-16T06:47:08.559498382Z [inf]  [Engine]   └─ Position value: $352.34
2025-12-16T06:47:08.559523393Z [inf]  [Engine] Opening BUY DOGEUSDT:
2025-12-16T06:47:08.559533217Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:47:08.559545025Z [inf]  [Engine]   └─ Capital used: $88.08 (3%)
2025-12-16T06:47:08.559552594Z [inf]  [Engine]   └─ Position value: $440.42
2025-12-16T06:47:08.559558481Z [inf]  [Engine] DOGEUSDT: BUY (64%)
2025-12-16T06:47:08.559564453Z [inf]  [Engine]   └─ Confirmo BUY para scalp de mean-reversion desde el POC. 1) Tendencia/microestructura: precio está po...
2025-12-16T06:47:08.559570088Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-16T06:47:08.559575698Z [inf]  [Engine]   └─ SL: $0.13 | TP: $0.13
2025-12-16T06:47:08.559581663Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:47:08.654190929Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:08.654194913Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:08.654199133Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:08.654203412Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:09.540381095Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-16T06:47:09.540390358Z [inf]    "index": 0,
2025-12-16T06:47:09.540398018Z [inf]    "message": {
2025-12-16T06:47:09.540411238Z [inf]      "role": "assistant",
2025-12-16T06:47:09.540419022Z [inf]      "content": "",
2025-12-16T06:47:09.540425996Z [inf]      "refusal": null,
2025-12-16T06:47:09.540433647Z [inf]      "annotations": []
2025-12-16T06:47:09.540441286Z [inf]    },
2025-12-16T06:47:09.540448540Z [inf]    "finish_reason": "length"
2025-12-16T06:47:09.540455797Z [inf]  }
2025-12-16T06:47:09.540461949Z [inf]  [GPT-Screen] SUIUSDT: Empty content, checking refusal: null
2025-12-16T06:47:09.540468374Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-16T06:47:09.540475610Z [inf]  [Engine] Position opened: LONG XRPUSDT @ $0.00
2025-12-16T06:47:09.540483131Z [inf]  [Engine]   └─ SL: $1.87 (Infinity%)
2025-12-16T06:47:09.540490654Z [inf]  [Engine]   └─ TP: $1.89 (Infinity%)
2025-12-16T06:47:10.543523483Z [inf]  [Engine]   └─ Capital used: $88.08 (3%)
2025-12-16T06:47:10.543535445Z [inf]  [Engine]   └─ Position value: $440.42
2025-12-16T06:47:10.543544726Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:47:10.543735663Z [inf]  [Engine] Opening BUY DOGEUSDT:
2025-12-16T06:47:10.543741644Z [inf]  [Engine]   └─ Quantity: 3391.267 @ ~$0.13
2025-12-16T06:47:10.543748254Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:47:10.606341093Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-16T06:47:10.606349083Z [inf]    "index": 0,
2025-12-16T06:47:10.606354465Z [inf]    "message": {
2025-12-16T06:47:10.606359571Z [inf]      "role": "assistant",
2025-12-16T06:47:10.606364355Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 48}",
2025-12-16T06:47:10.606369505Z [inf]      "refusal": null,
2025-12-16T06:47:10.606374226Z [inf]      "annotations": []
2025-12-16T06:47:10.606379496Z [inf]    },
2025-12-16T06:47:10.606384811Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:10.606389796Z [inf]  }
2025-12-16T06:47:10.606394425Z [inf]  [GPT-Screen] XRPUSDT: score=48, direction=NONE, hasOpp=false
2025-12-16T06:47:10.606399521Z [inf]  [Engine] XRPUSDT: No opportunity (score: 48) - skipping full analysis
2025-12-16T06:47:13.770433097Z [inf]  [Engine] BNBUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-16T06:47:13.770459085Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-16T06:47:13.770466108Z [inf]    "index": 0,
2025-12-16T06:47:13.770475214Z [inf]    "message": {
2025-12-16T06:47:13.770480117Z [inf]      "role": "assistant",
2025-12-16T06:47:13.770488970Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-16T06:47:13.770496157Z [inf]    },
2025-12-16T06:47:13.770500595Z [inf]  }
2025-12-16T06:47:13.770506957Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:13.770507571Z [inf]  [GPT-Screen] BNBUSDT: score=35, direction=NONE, hasOpp=false
2025-12-16T06:47:13.770521719Z [inf]      "refusal": null,
2025-12-16T06:47:13.770533177Z [inf]      "annotations": []
2025-12-16T06:47:18.716006737Z [inf]    "index": 0,
2025-12-16T06:47:18.716022746Z [inf]    "message": {
2025-12-16T06:47:18.716028770Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-16T06:47:18.716030171Z [inf]      "role": "assistant",
2025-12-16T06:47:18.716037844Z [inf]    "index": 0,
2025-12-16T06:47:18.716039622Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 66}",
2025-12-16T06:47:18.716046302Z [inf]    "message": {
2025-12-16T06:47:18.716048064Z [inf]      "refusal": null,
2025-12-16T06:47:18.716056320Z [inf]      "role": "assistant",
2025-12-16T06:47:18.716057418Z [inf]      "annotations": []
2025-12-16T06:47:18.716064415Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 68}",
2025-12-16T06:47:18.716066183Z [inf]    },
2025-12-16T06:47:18.716072216Z [inf]      "refusal": null,
2025-12-16T06:47:18.716075871Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:18.716080059Z [inf]      "annotations": []
2025-12-16T06:47:18.716084649Z [inf]  }
2025-12-16T06:47:18.716089313Z [inf]    },
2025-12-16T06:47:18.716095080Z [inf]  [GPT-Screen] BTCUSDT: score=66, direction=SELL, hasOpp=true
2025-12-16T06:47:18.716098726Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:18.716102209Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 66, direction: SELL)
2025-12-16T06:47:18.716107849Z [inf]  }
2025-12-16T06:47:18.716115058Z [inf]  [GPT-Screen] ETHUSDT: score=68, direction=SELL, hasOpp=true
2025-12-16T06:47:18.716120987Z [inf]  [Engine] ETHUSDT: Opportunity detected! (score: 68, direction: SELL)
2025-12-16T06:47:18.716126207Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.716131795Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.716137356Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.716143329Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.716149539Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-16T06:47:18.719072634Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.719079150Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.719085918Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:18.719091903Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:19.928090447Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-16T06:47:19.928095096Z [inf]    "index": 0,
2025-12-16T06:47:19.928099309Z [inf]    "message": {
2025-12-16T06:47:19.928103571Z [inf]      "role": "assistant",
2025-12-16T06:47:19.928108298Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 72}",
2025-12-16T06:47:19.928112131Z [inf]      "refusal": null,
2025-12-16T06:47:19.928116098Z [inf]      "annotations": []
2025-12-16T06:47:19.928120470Z [inf]    },
2025-12-16T06:47:19.928124615Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:19.928128439Z [inf]  }
2025-12-16T06:47:19.928132514Z [inf]  [GPT-Screen] LINKUSDT: score=72, direction=BUY, hasOpp=true
2025-12-16T06:47:19.928137597Z [inf]  [Engine] LINKUSDT: Opportunity detected! (score: 72, direction: BUY)
2025-12-16T06:47:19.928141858Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:19.928146467Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:19.928150549Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:19.928154329Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:20.770736406Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-16T06:47:20.770743212Z [inf]    "index": 0,
2025-12-16T06:47:20.770749426Z [inf]    "message": {
2025-12-16T06:47:20.770755811Z [inf]      "role": "assistant",
2025-12-16T06:47:20.770764390Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"SELL\", \"score\": 40}",
2025-12-16T06:47:20.770770910Z [inf]      "refusal": null,
2025-12-16T06:47:20.770777347Z [inf]      "annotations": []
2025-12-16T06:47:20.770783570Z [inf]    },
2025-12-16T06:47:20.770790545Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:20.770797831Z [inf]  }
2025-12-16T06:47:20.770805014Z [inf]  [GPT-Screen] SUIUSDT: score=40, direction=SELL, hasOpp=false
2025-12-16T06:47:20.770812673Z [inf]  [Engine] SUIUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-16T06:47:20.770819477Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-16T06:47:20.770824323Z [inf]    "index": 0,
2025-12-16T06:47:20.770830357Z [inf]    "message": {
2025-12-16T06:47:20.770835411Z [inf]      "role": "assistant",
2025-12-16T06:47:20.770840562Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 40}",
2025-12-16T06:47:20.770845717Z [inf]      "refusal": null,
2025-12-16T06:47:20.770851438Z [inf]      "annotations": []
2025-12-16T06:47:20.770856818Z [inf]    },
2025-12-16T06:47:20.770861894Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:20.770867343Z [inf]  }
2025-12-16T06:47:20.770873127Z [inf]  [GPT-Screen] LINKUSDT: score=40, direction=NONE, hasOpp=false
2025-12-16T06:47:20.770878450Z [inf]  [Engine] LINKUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-16T06:47:21.709709822Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:21.709719206Z [inf]  }
2025-12-16T06:47:21.709723801Z [inf]    "index": 0,
2025-12-16T06:47:21.709725063Z [inf]  [GPT-Screen] SUIUSDT: score=35, direction=NONE, hasOpp=false
2025-12-16T06:47:21.709730425Z [inf]  [Engine] SUIUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-16T06:47:21.709734770Z [inf]    "message": {
2025-12-16T06:47:21.709741043Z [inf]      "role": "assistant",
2025-12-16T06:47:21.709747009Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 57}",
2025-12-16T06:47:21.709753642Z [inf]      "refusal": null,
2025-12-16T06:47:21.709759970Z [inf]      "annotations": []
2025-12-16T06:47:21.709765645Z [inf]    },
2025-12-16T06:47:21.709774123Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:21.709780239Z [inf]  }
2025-12-16T06:47:21.709785969Z [inf]  [GPT-Screen] ARBUSDT: score=57, direction=BUY, hasOpp=true
2025-12-16T06:47:21.709790728Z [inf]  [Engine] ARBUSDT: Opportunity detected! (score: 57, direction: BUY)
2025-12-16T06:47:21.709797760Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:21.709827745Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:21.709833694Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:47:21.709838687Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-16T06:47:21.709844709Z [inf]    "index": 0,
2025-12-16T06:47:21.709847137Z [inf]  [GPT-Screen] ARBUSDT full response: {
2025-12-16T06:47:21.709851862Z [inf]    "message": {
2025-12-16T06:47:21.709856935Z [inf]      "role": "assistant",
2025-12-16T06:47:21.709862048Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-16T06:47:21.709866645Z [inf]      "refusal": null,
2025-12-16T06:47:21.709870714Z [inf]      "annotations": []
2025-12-16T06:47:21.709875618Z [inf]    },
2025-12-16T06:47:26.854065878Z [inf]    "finish_reason": "stop"
2025-12-16T06:47:26.854065952Z [inf]      "refusal": null,
2025-12-16T06:47:26.854077791Z [inf]  }
2025-12-16T06:47:26.854081442Z [inf]      "annotations": []
2025-12-16T06:47:26.854086333Z [inf]  [GPT-Screen] SOLUSDT: score=25, direction=NONE, hasOpp=false
2025-12-16T06:47:26.854096639Z [inf]    },
2025-12-16T06:47:26.854097029Z [inf]  [Engine] SOLUSDT: No opportunity (score: 25) - skipping full analysis
2025-12-16T06:47:26.854117603Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-16T06:47:26.854125976Z [inf]    "index": 0,
2025-12-16T06:47:26.854133604Z [inf]    "message": {
2025-12-16T06:47:26.854142212Z [inf]      "role": "assistant",
2025-12-16T06:47:26.854149724Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 25}",
